Rk,Player,id_player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Alex Abrines,abrinal01,SG,25,OKC,31,2,588,56,157,.357,41,127,.323,15,30,.500,.487,12,13,.923,5,43,48,20,17,6,14,53,165
2,Quincy Acy,acyqu01,PF,28,PHO,10,0,123,4,18,.222,2,15,.133,2,3,.667,.278,7,10,.700,3,22,25,8,1,4,4,24,17
3,Jaylen Adams,adamsja01,PG,22,ATL,21,0,221,22,59,.373,18,45,.400,4,14,.286,.525,2,2,1.000,7,23,30,35,6,2,15,20,64
4,Steven Adams,adamsst01,C,25,OKC,66,66,2231,407,675,.603,0,1,.000,407,674,.604,.603,135,257,.525,315,321,636,104,104,54,115,170,949
5,Bam Adebayo,adebaba01,C,21,MIA,67,14,1493,207,358,.578,1,10,.100,206,348,.592,.580,143,193,.741,133,313,446,141,51,52,94,172,558
6,Deng Adel,adelde01,SF,21,CLE,14,3,177,9,32,.281,5,20,.250,4,12,.333,.359,2,2,1.000,2,14,16,4,1,4,5,12,25
7,DeVaughn Akoon-Purcell,akoonde01,SG,25,DEN,7,0,22,3,10,.300,0,4,.000,3,6,.500,.300,1,2,.500,1,3,4,6,2,0,2,4,7
8,LaMarcus Aldridge,aldrila01,C,33,SAS,67,67,2208,563,1094,.515,8,31,.258,555,1063,.522,.518,296,348,.851,203,395,598,164,36,84,126,149,1430
9,Rawle Alkins,alkinra01,SG,21,CHI,3,0,6,1,4,.250,1,1,1.000,0,3,.000,.375,0,0,,3,0,3,2,1,0,0,1,3
10,Grayson Allen,allengr01,SG,23,UTA,31,1,292,36,114,.316,21,73,.288,15,41,.366,.408,27,38,.711,1,10,11,18,4,3,17,32,120
11,Jarrett Allen,allenja01,C,20,BRK,68,68,1816,294,497,.592,6,42,.143,288,455,.633,.598,167,236,.708,168,405,573,99,39,104,86,160,761
12,Kadeem Allen,allenka01,SG,26,NYK,10,1,225,37,76,.487,8,16,.500,29,60,.483,.539,19,26,.731,5,24,29,45,8,1,11,26,101
13,Al-Farouq Aminu,aminual01,PF,28,POR,67,67,1936,210,479,.438,83,234,.355,127,245,.518,.525,119,140,.850,96,412,508,89,58,28,58,127,622
14,Justin Anderson,anderju01,SF,25,ATL,37,0,283,36,96,.375,8,45,.178,28,51,.549,.417,16,21,.762,12,35,47,13,13,8,15,34,96
15,Kyle Anderson,anderky01,SF,25,MEM,43,40,1281,150,276,.543,9,34,.265,141,242,.583,.560,37,64,.578,48,203,251,128,54,37,58,112,346
16,Ryan Anderson,anderry01,PF,30,TOT,21,8,304,21,66,.318,9,38,.237,12,28,.429,.386,12,16,.750,16,32,48,18,3,1,14,25,63
16,Ryan Anderson,anderry01,PF,30,PHO,15,8,278,19,60,.317,7,34,.206,12,26,.462,.375,11,14,.786,14,31,45,17,3,1,12,23,56
16,Ryan Anderson,anderry01,PF,30,MIA,6,0,26,2,6,.333,2,4,.500,0,2,.000,.500,1,2,.500,2,1,3,1,0,0,2,2,7
17,Ike Anigbogu,anigbik01,C,20,IND,3,0,6,0,3,.000,0,0,,0,3,.000,.000,0,0,,1,2,3,1,0,1,1,0,0
18,Giannis Antetokounmpo,antetgi01,PF,24,MIL,63,63,2073,622,1074,.579,39,161,.242,583,913,.639,.597,417,579,.720,144,648,792,374,83,89,243,209,1700
19,Carmelo Anthony,anthoca01,PF,34,HOU,10,2,294,49,121,.405,21,64,.328,28,57,.491,.492,15,22,.682,9,45,54,5,4,7,8,32,134
20,OG Anunoby,anunoog01,SF,21,TOR,57,6,1171,159,351,.453,61,177,.345,98,174,.563,.540,27,52,.519,50,123,173,39,39,16,43,122,406
21,Ryan Arcidiacono,arcidry01,PG,24,CHI,68,28,1682,143,322,.444,70,189,.370,73,133,.549,.553,65,73,.890,18,154,172,235,58,4,55,146,421
22,Trevor Ariza,arizatr01,SF,33,TOT,64,64,2247,279,703,.397,137,412,.333,142,291,.488,.494,126,158,.797,50,306,356,241,87,17,100,126,821
22,Trevor Ariza,arizatr01,SF,33,PHO,26,26,884,86,227,.379,50,139,.360,36,88,.409,.489,36,43,.837,16,129,145,87,38,8,39,44,258
22,Trevor Ariza,arizatr01,SF,33,WAS,38,38,1363,193,476,.405,87,273,.319,106,203,.522,.497,90,115,.783,34,177,211,154,49,9,61,82,563
23,D.J. Augustin,augusdj01,PG,31,ORL,68,68,1884,257,547,.470,113,262,.431,144,285,.505,.573,152,177,.859,32,123,155,335,41,3,104,95,779
24,Deandre Ayton,aytonde01,C,20,PHO,63,62,1953,451,773,.583,0,4,.000,451,769,.586,.583,128,169,.757,195,454,649,118,54,56,104,184,1030
25,Dwayne Bacon,bacondw01,SG,23,CHO,28,1,344,54,107,.505,16,34,.471,38,73,.521,.579,13,15,.867,3,41,44,22,5,1,13,39,137
26,Marvin Bagley,baglema01,PF,19,SAC,47,2,1165,249,489,.509,16,62,.258,233,427,.546,.526,138,198,.697,117,221,338,47,27,47,76,96,652
27,Ron Baker,bakerro01,SG,25,TOT,15,0,152,4,20,.200,1,13,.077,3,7,.429,.225,5,6,.833,1,10,11,15,6,1,5,18,14
27,Ron Baker,bakerro01,SG,25,NYK,11,0,107,4,16,.250,1,9,.111,3,7,.429,.281,5,6,.833,1,6,7,13,5,0,3,16,14
27,Ron Baker,bakerro01,SG,25,WAS,4,0,45,0,4,.000,0,4,.000,0,0,,.000,0,0,,0,4,4,2,1,1,2,2,0
28,Wade Baldwin,baldwwa01,PG,22,POR,16,0,94,10,33,.303,2,9,.222,8,24,.333,.333,8,11,.727,2,13,15,12,1,2,14,11,30
29,Lonzo Ball,balllo01,PG,21,LAL,47,45,1423,185,456,.406,75,228,.329,110,228,.482,.488,20,48,.417,54,197,251,255,69,19,103,114,465
30,Mohamed Bamba,bambamo01,C,20,ORL,47,1,766,117,243,.481,21,70,.300,96,173,.555,.525,37,63,.587,64,169,233,39,13,64,43,102,292
31,J.J. Barea,bareajo01,PG,34,DAL,38,0,752,161,385,.418,38,128,.297,123,257,.479,.468,55,78,.705,13,82,95,211,22,1,72,50,415
32,Harrison Barnes,barneha02,PF-SF,26,TOT,61,61,2018,346,852,.406,141,371,.380,205,481,.426,.489,197,235,.838,47,244,291,86,46,12,80,101,1030
32,Harrison Barnes,barneha02,PF,26,DAL,49,49,1584,290,717,.404,121,311,.389,169,406,.416,.489,165,198,.833,36,171,207,62,33,11,68,79,866
32,Harrison Barnes,barneha02,SF,26,SAC,12,12,434,56,135,.415,20,60,.333,36,75,.480,.489,32,37,.865,11,73,84,24,13,1,12,22,164
33,Will Barton,bartowi01,SG,28,DEN,27,22,756,120,296,.405,43,121,.355,77,175,.440,.478,45,54,.833,23,112,135,90,12,15,43,52,328
34,Keita Bates-Diop,bateske01,SF,23,MIN,16,3,235,29,66,.439,5,23,.217,24,43,.558,.477,11,18,.611,10,29,39,9,5,9,5,11,74
35,Nicolas Batum,batumni01,SF,30,CHO,66,66,2127,237,521,.455,107,273,.392,130,248,.524,.558,71,83,.855,64,289,353,229,67,38,107,124,652
36,Jerryd Bayless,bayleje01,PG,30,MIN,23,6,455,51,158,.323,23,78,.295,28,80,.350,.396,7,12,.583,7,34,41,79,11,1,20,40,132
37,Aron Baynes,baynear01,C,32,BOS,39,10,568,74,162,.457,16,52,.308,58,110,.527,.506,42,50,.840,63,99,162,46,7,23,31,91,206
38,Kent Bazemore,bazemke01,SG,29,ATL,55,35,1406,247,594,.416,80,252,.317,167,342,.488,.483,110,150,.733,33,188,221,128,80,40,106,147,684
39,Bradley Beal,bealbr01,SG,25,WAS,68,68,2557,641,1352,.474,171,496,.345,470,856,.549,.537,299,364,.821,79,280,359,382,103,51,193,201,1752
40,Malik Beasley,beaslma01,SG,22,DEN,66,18,1581,294,595,.494,138,323,.427,156,272,.574,.610,44,49,.898,29,142,171,85,42,8,41,104,770
41,Michael Beasley,beaslmi01,PF,30,LAL,26,2,277,75,153,.490,3,17,.176,72,136,.529,.500,28,39,.718,13,47,60,25,9,10,27,42,181
42,Marco Belinelli,belinma01,SG,32,SAS,66,1,1526,240,579,.415,129,337,.383,111,242,.459,.526,100,111,.901,14,150,164,118,30,8,58,98,709
43,Jordan Bell,belljo01,C,24,GSW,55,2,638,76,144,.528,0,2,.000,76,142,.535,.528,22,35,.629,47,107,154,64,19,41,29,69,174
44,DeAndre' Bembry,bembrde01,SG,24,ATL,69,15,1663,224,515,.435,43,149,.289,181,366,.495,.477,63,104,.606,40,252,292,170,83,39,119,156,554
45,Dragan Bender,bendedr01,PF,21,PHO,33,14,436,44,106,.415,13,61,.213,31,45,.689,.476,17,27,.630,19,80,99,27,7,6,20,46,118
46,Dairis Bertans,bertada02,SG,29,NOP,2,0,14,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,1,0,1,1,0,0,0,2,0
47,Davis Bertans,bertada01,PF,26,SAS,62,12,1340,168,361,.465,123,266,.462,45,95,.474,.636,40,45,.889,22,198,220,75,30,30,34,105,499
48,Patrick Beverley,beverpa01,PG,30,LAC,69,40,1895,164,409,.401,92,237,.388,72,172,.419,.513,90,115,.783,65,285,350,258,59,39,74,237,510
49,Khem Birch,birchkh01,C,26,ORL,37,0,441,56,93,.602,0,1,.000,56,92,.609,.602,37,48,.771,50,80,130,26,12,22,13,44,149
50,Bismack Biyombo,biyombi01,C,26,CHO,39,17,548,58,101,.574,0,0,,58,101,.574,.574,46,68,.676,54,123,177,20,8,38,22,75,162
51,Nemanja Bjelica,bjeline01,PF,30,SAC,62,55,1448,228,478,.477,91,217,.419,137,261,.525,.572,57,73,.781,101,260,361,121,46,52,74,156,604
52,Antonio Blakeney,blakean01,SG,22,CHI,47,0,641,135,312,.433,34,75,.453,101,237,.426,.487,44,64,.688,6,67,73,25,10,8,29,31,348
53,Eric Bledsoe,bledser01,PG,29,MIL,66,66,1926,402,821,.490,101,319,.317,301,502,.600,.551,140,185,.757,69,239,308,358,92,23,135,136,1045
54,Jaron Blossomgame,blossja01,SF,25,CLE,27,4,439,47,106,.443,10,39,.256,37,67,.552,.491,10,13,.769,26,72,98,13,7,8,11,20,114
55,Bogdan Bogdanovic,bogdabo01,SG,26,SAC,54,17,1540,286,687,.416,101,296,.341,185,391,.473,.490,115,139,.827,26,176,202,216,59,12,98,115,788
56,Bojan Bogdanovic,bogdabo02,SF,29,IND,68,68,2168,434,871,.498,139,325,.428,295,546,.540,.578,200,247,.810,30,248,278,125,58,0,108,122,1207
57,Jonah Bolden,boldejo01,PF,23,PHI,36,6,477,60,118,.508,23,67,.343,37,51,.725,.606,10,21,.476,33,94,127,29,13,33,31,80,153
58,Isaac Bonga,bongais01,PG,19,LAL,10,0,38,2,10,.200,0,2,.000,2,8,.250,.200,6,9,.667,3,5,8,7,3,1,4,3,10
59,Devin Booker,bookede01,SG,22,PHO,54,54,1889,470,1025,.459,113,342,.330,357,683,.523,.514,305,351,.869,32,188,220,361,49,11,218,174,1358
60,Chris Boucher,bouchch01,PF,26,TOR,22,0,111,23,56,.411,10,29,.345,13,27,.481,.500,13,15,.867,13,22,35,0,4,20,3,22,69
61,Avery Bradley,bradlav01,SG,28,TOT,62,62,1872,239,591,.404,83,236,.352,156,355,.439,.475,43,50,.860,42,131,173,147,41,16,87,164,604
61,Avery Bradley,bradlav01,SG,28,LAC,49,49,1463,161,420,.383,58,172,.337,103,248,.415,.452,20,25,.800,35,96,131,96,27,16,61,133,400
61,Avery Bradley,bradlav01,SG,28,MEM,13,13,409,78,171,.456,25,64,.391,53,107,.495,.529,23,25,.920,7,35,42,51,14,0,26,31,204
62,Tony Bradley,bradlto01,C,21,UTA,1,0,9,0,3,.000,0,0,,0,3,.000,.000,0,0,,2,1,3,0,0,0,1,1,0
63,Corey Brewer,breweco01,SF,32,TOT,15,3,259,35,79,.443,9,30,.300,26,49,.531,.500,19,26,.731,6,24,30,18,16,5,11,37,98
63,Corey Brewer,breweco01,SF,32,PHI,7,3,140,20,49,.408,4,14,.286,16,35,.457,.449,9,13,.692,4,13,17,10,12,2,8,16,53
63,Corey Brewer,breweco01,SF,32,SAC,8,0,119,15,30,.500,5,16,.313,10,14,.714,.583,10,13,.769,2,11,13,8,4,3,3,21,45
64,Mikal Bridges,bridgmi01,SF,22,PHO,69,45,1930,196,450,.436,91,262,.347,105,188,.559,.537,74,93,.796,46,170,216,138,113,33,56,168,557
65,Miles Bridges,bridgmi02,SF,20,CHO,65,10,1254,172,383,.449,47,149,.315,125,234,.534,.510,50,67,.746,49,187,236,58,36,37,39,91,441
66,Isaiah Briscoe,briscis01,PG,22,ORL,39,0,559,55,138,.399,11,34,.324,44,104,.423,.438,15,26,.577,5,69,74,87,11,2,31,66,136
67,Ryan Broekhoff,broekry01,SG,28,DAL,30,0,253,30,73,.411,20,55,.364,10,18,.556,.548,2,2,1.000,3,28,31,15,3,3,7,18,82
68,Malcolm Brogdon,brogdma01,SG,26,MIL,63,63,1825,378,745,.507,104,242,.430,274,503,.545,.577,141,152,.928,65,223,288,204,46,13,91,102,1001
69,Dillon Brooks,brookdi01,SF,23,MEM,18,0,330,49,122,.402,15,40,.375,34,82,.415,.463,22,30,.733,9,22,31,16,10,4,19,50,135
70,MarShon Brooks,brookma01,SG,30,MEM,29,0,387,76,169,.450,15,54,.278,61,115,.530,.494,23,33,.697,12,33,45,25,9,4,21,33,190
71,Bruce Brown,brownbr01,SG,22,DET,59,41,1175,106,271,.391,21,81,.259,85,190,.447,.430,35,50,.700,40,118,158,73,27,29,40,149,268
72,Jaylen Brown,brownja02,SG,22,BOS,63,24,1631,311,684,.455,76,238,.319,235,446,.527,.510,111,162,.685,58,219,277,84,61,29,85,164,809
73,Lorenzo Brown,brownlo01,PG,28,TOR,26,0,212,23,71,.324,6,28,.214,17,43,.395,.366,3,3,1.000,5,26,31,28,12,5,16,22,55
74,Sterling Brown,brownst02,SG,23,MIL,48,0,769,97,213,.455,40,111,.360,57,102,.559,.549,18,25,.720,24,110,134,60,19,5,32,65,252
75,Troy Brown,browntr01,SF,19,WAS,38,0,334,45,114,.395,8,31,.258,37,83,.446,.430,20,28,.714,16,54,70,49,12,2,11,28,118
76,Jalen Brunson,brunsja01,PG,22,DAL,59,25,1183,190,414,.459,47,133,.353,143,281,.509,.516,64,86,.744,19,114,133,162,30,3,67,93,491
77,Thomas Bryant,bryanth01,C,21,WAS,58,43,1106,231,370,.624,24,67,.358,207,303,.683,.657,81,100,.810,82,248,330,70,21,51,42,95,567
78,Reggie Bullock,bullore01,SG,27,TOT,56,55,1701,219,535,.409,133,354,.376,86,181,.475,.534,66,78,.846,21,136,157,123,33,11,60,98,637
78,Reggie Bullock,bullore01,SG,27,DET,44,44,1355,182,441,.413,114,294,.388,68,147,.463,.542,56,64,.875,20,103,123,109,24,5,54,79,534
78,Reggie Bullock,bullore01,SG,27,LAL,12,11,346,37,94,.394,19,60,.317,18,34,.529,.495,10,14,.714,1,33,34,14,9,6,6,19,103
79,Trey Burke,burketr01,PG,26,TOT,44,7,844,176,422,.417,37,108,.343,139,314,.443,.461,77,93,.828,22,60,82,113,28,5,40,41,466
79,Trey Burke,burketr01,PG,26,NYK,33,7,689,148,358,.413,30,86,.349,118,272,.434,.455,62,75,.827,15,47,62,94,21,5,29,33,388
79,Trey Burke,burketr01,PG,26,DAL,11,0,155,28,64,.438,7,22,.318,21,42,.500,.492,15,18,.833,7,13,20,19,7,0,11,8,78
80,Alec Burks,burksal01,SG,27,TOT,60,24,1341,192,473,.406,61,167,.365,131,306,.428,.470,116,141,.823,29,199,228,123,35,21,63,89,561
80,Alec Burks,burksal01,SG,27,UTA,17,0,269,47,114,.412,16,43,.372,31,71,.437,.482,33,38,.868,2,25,27,20,6,4,15,22,143
80,Alec Burks,burksal01,SG,27,CLE,34,24,979,136,340,.400,45,119,.378,91,221,.412,.466,79,98,.806,26,160,186,98,25,16,46,62,396
80,Alec Burks,burksal01,SG,27,SAC,9,0,93,9,19,.474,0,5,.000,9,14,.643,.474,4,5,.800,1,14,15,5,4,1,2,5,22
81,Deonte Burton,burtode02,SG,25,OKC,25,0,216,32,73,.438,8,23,.348,24,50,.480,.493,6,8,.750,3,21,24,7,6,8,9,29,78
82,Jimmy Butler,butleji01,SF-SG,29,TOT,55,55,1849,363,772,.470,58,167,.347,305,605,.504,.508,258,301,.857,100,183,283,220,107,34,80,90,1042
82,Jimmy Butler,butleji01,SG,29,MIN,10,10,361,74,157,.471,17,45,.378,57,112,.509,.525,48,61,.787,16,36,52,43,24,10,14,18,213
82,Jimmy Butler,butleji01,SF,29,PHI,45,45,1488,289,615,.470,41,122,.336,248,493,.503,.503,210,240,.875,84,147,231,177,83,24,66,72,829
83,Bruno Caboclo,cabocbr01,SF,23,MEM,21,7,422,41,106,.387,20,67,.299,21,39,.538,.481,20,22,.909,17,56,73,25,7,20,21,53,122
84,Jose Calderon,caldejo01,PG,37,DET,48,0,628,45,119,.378,14,56,.250,31,63,.492,.437,9,11,.818,11,49,60,115,16,3,35,63,113
85,Kentavious Caldwell-Pope,caldwke01,SG,25,LAL,67,13,1543,221,514,.430,101,297,.340,120,217,.553,.528,101,117,.863,35,139,174,71,56,10,47,103,644
86,Isaiah Canaan,canaais01,PG,27,TOT,30,16,629,64,164,.390,34,96,.354,30,68,.441,.494,19,24,.792,6,52,58,84,14,2,35,52,181
86,Isaiah Canaan,canaais01,PG,27,PHO,19,15,503,51,129,.395,25,72,.347,26,57,.456,.492,15,20,.750,5,44,49,62,12,0,29,46,142
86,Isaiah Canaan,canaais01,PG,27,MIN,7,1,95,11,29,.379,7,19,.368,4,10,.400,.500,4,4,1.000,0,5,5,19,2,1,4,4,33
86,Isaiah Canaan,canaais01,PG,27,MIL,4,0,31,2,6,.333,2,5,.400,0,1,.000,.500,0,0,,1,3,4,3,0,1,2,2,6
87,Clint Capela,capelca01,C,24,HOU,53,53,1812,378,595,.635,0,0,,378,595,.635,.635,128,207,.618,243,420,663,73,36,86,79,139,884
88,DeMarre Carroll,carrode01,SF,32,BRK,56,0,1408,186,470,.396,88,250,.352,98,220,.445,.489,159,212,.750,56,239,295,73,27,8,61,88,619
89,Jevon Carter,carteje01,PG,23,MEM,28,3,409,32,118,.271,17,62,.274,15,56,.268,.343,11,16,.688,5,34,39,46,22,10,25,44,92
90,Vince Carter,cartevi01,SF,42,ATL,64,8,1069,162,375,.432,98,246,.398,64,129,.496,.563,33,49,.673,26,134,160,69,36,19,40,120,455
91,Wendell Carter,cartewe01,C,19,CHI,44,44,1110,180,371,.485,6,32,.188,174,339,.513,.493,89,112,.795,87,220,307,78,26,58,65,152,455
92,Michael Carter-Williams,cartemi01,PG,27,HOU,16,1,145,25,61,.410,7,19,.368,18,42,.429,.467,12,26,.462,3,10,13,21,9,6,10,27,69
93,Alex Caruso,carusal01,PG,24,LAL,10,0,96,12,19,.632,3,6,.500,9,13,.692,.711,5,8,.625,2,7,9,8,1,3,3,13,32
94,Omri Casspi,casspom01,SF,30,MEM,36,0,520,86,161,.534,15,43,.349,71,118,.602,.581,39,58,.672,17,98,115,26,20,9,23,35,226
95,Willie Cauley-Stein,caulewi01,C,25,SAC,66,66,1842,349,644,.542,1,2,.500,348,642,.542,.543,120,222,.541,152,405,557,164,81,45,75,194,819
96,Troy Caupain,caupatr01,PG,23,ORL,2,0,9,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,0,2,2,3,1,0,0,0,5
97,Tyler Cavanaugh,cavanty01,PF,24,UTA,8,0,19,2,6,.333,0,3,.000,2,3,.667,.333,2,2,1.000,1,3,4,0,0,0,1,0,6
98,Tyson Chandler,chandty01,C,36,TOT,53,6,846,59,97,.608,0,1,.000,59,96,.615,.608,49,83,.590,91,206,297,37,21,22,39,108,167
98,Tyson Chandler,chandty01,C,36,PHO,7,0,89,8,12,.667,0,0,,8,12,.667,.667,10,18,.556,7,32,39,6,2,1,7,21,26
98,Tyson Chandler,chandty01,C,36,LAL,46,6,757,51,85,.600,0,1,.000,51,84,.607,.600,39,65,.600,84,174,258,31,19,21,32,87,141
99,Wilson Chandler,chandwi01,PF-SF,31,TOT,38,32,980,94,214,.439,48,123,.390,46,91,.505,.551,13,18,.722,46,129,175,73,23,18,39,96,249
99,Wilson Chandler,chandwi01,PF,31,PHI,36,32,951,91,207,.440,46,118,.390,45,89,.506,.551,13,18,.722,44,124,168,72,22,18,39,94,241
99,Wilson Chandler,chandwi01,SF,31,LAC,2,0,29,3,7,.429,2,5,.400,1,2,.500,.571,0,0,,2,5,7,1,1,0,0,2,8
100,Joe Chealey,chealjo01,PG,23,CHO,1,0,8,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,0,0,1,0,0,0,1,2
101,Marquese Chriss,chrisma01,PF,21,TOT,29,2,335,45,120,.375,15,56,.268,30,64,.469,.438,20,28,.714,23,67,90,16,11,8,28,58,125
101,Marquese Chriss,chrisma01,PF,21,HOU,16,0,104,11,34,.324,1,15,.067,10,19,.526,.338,6,7,.857,7,21,28,6,2,4,12,17,29
101,Marquese Chriss,chrisma01,PF,21,CLE,13,2,231,34,86,.395,14,41,.341,20,45,.444,.477,14,21,.667,16,46,62,10,9,4,16,41,96
102,Gary Clark,clarkga01,PF,24,HOU,42,2,584,41,121,.339,33,109,.303,8,12,.667,.475,7,7,1.000,20,83,103,17,17,25,5,43,122
103,Ian Clark,clarkia01,SG,27,NOP,48,0,653,91,229,.397,39,118,.331,52,111,.468,.483,19,21,.905,9,52,61,60,12,4,41,64,240
